color,team_name,team_region,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,winner
blue,GROUND ZERO GAMING,Oceania,13,2,3,1,921,15.384615384615383,True
orange,RANGA ROUNDUP,Oceania,4,1,10,0,1068,25.0,False
blue,GROUND ZERO GAMING,Oceania,10,4,3,3,1283,40.0,True
orange,RANGA ROUNDUP,Oceania,6,2,5,1,1023,33.33333333333333,False
blue,GROUND ZERO GAMING,Oceania,11,3,2,3,1201,27.27272727272727,True
orange,RANGA ROUNDUP,Oceania,5,2,6,2,1048,40.0,False
blue,RENEGADES,Oceania,14,8,2,8,1938,57.14285714285714,True
orange,TRIDENT ESPORTS,Oceania,3,0,5,0,630,0.0,False
blue,RENEGADES,Oceania,14,6,2,6,1567,42.85714285714285,True
orange,TRIDENT ESPORTS,Oceania,5,2,6,1,1038,40.0,False
blue,RENEGADES,Oceania,18,7,6,7,2166,38.88888888888889,True
orange,TRIDENT ESPORTS,Oceania,8,2,5,2,998,25.0,False
blue,DIRE WOLVES,Oceania,14,2,1,2,836,14.285714285714285,True
orange,TEAM EROS,Oceania,3,1,7,1,1043,33.33333333333333,False
blue,DIRE WOLVES,Oceania,11,7,4,4,1732,63.63636363636363,True
orange,TEAM EROS,Oceania,6,2,2,2,993,33.33333333333333,False
blue,DIRE WOLVES,Oceania,10,0,6,0,1062,0.0,False
orange,TEAM EROS,Oceania,9,1,7,0,1377,11.11111111111111,True
blue,DIRE WOLVES,Oceania,11,3,2,3,1014,27.27272727272727,True
orange,TEAM EROS,Oceania,6,2,7,1,1144,33.33333333333333,False
blue,WILDCARD GAMING,Oceania,16,6,1,3,1569,37.5,True
orange,BIG GOOSE,Oceania,5,3,9,3,1527,60.0,False
blue,WILDCARD GAMING,Oceania,22,10,5,9,2670,45.45454545454545,True
orange,BIG GOOSE,Oceania,7,2,8,1,1113,28.57142857142857,False
blue,WILDCARD GAMING,Oceania,8,3,4,2,1149,37.5,True
orange,BIG GOOSE,Oceania,6,1,4,1,899,16.666666666666664,False
blue,FORKIDDEN,Oceania,8,2,7,1,1131,25.0,True
orange,RANCID RATS REBORN,Oceania,9,0,4,0,720,0.0,False
blue,FORKIDDEN,Oceania,14,4,1,4,1318,28.57142857142857,True
orange,RANCID RATS REBORN,Oceania,1,0,8,0,895,0.0,False
blue,FORKIDDEN,Oceania,8,1,10,1,1171,12.5,True
orange,RANCID RATS REBORN,Oceania,11,0,4,0,749,0.0,False
blue,VORT CENTRAL,Oceania,7,3,5,2,1250,42.85714285714285,True
orange,BANDITS ESC,Oceania,8,2,3,2,1047,25.0,False
blue,VORT CENTRAL,Oceania,6,1,3,1,825,16.666666666666664,False
orange,BANDITS ESC,Oceania,8,4,4,2,1401,50.0,True
blue,VORT CENTRAL,Oceania,6,1,5,1,885,16.666666666666664,False
orange,BANDITS ESC,Oceania,8,3,4,3,1279,37.5,True
blue,VORT CENTRAL,Oceania,2,0,6,0,899,0.0,False
orange,BANDITS ESC,Oceania,8,1,2,1,733,12.5,True
blue,DIRE WOLVES,Oceania,6,0,4,0,691,0.0,False
orange,WILDCARD GAMING,Oceania,7,2,6,1,1035,28.57142857142857,True
blue,DIRE WOLVES,Oceania,10,4,6,3,1367,40.0,False
orange,WILDCARD GAMING,Oceania,13,6,5,5,1586,46.15384615384615,True
blue,DIRE WOLVES,Oceania,8,2,2,1,871,25.0,False
orange,WILDCARD GAMING,Oceania,5,3,5,2,1136,60.0,True
blue,R!OT GAMING,Oceania,14,2,2,1,897,14.285714285714285,True
orange,FORKIDDEN,Oceania,3,1,8,1,1026,33.33333333333333,False
blue,R!OT GAMING,Oceania,4,2,5,2,1092,50.0,True
orange,FORKIDDEN,Oceania,7,1,2,1,766,14.285714285714285,False
blue,R!OT GAMING,Oceania,10,4,7,3,1575,40.0,True
orange,FORKIDDEN,Oceania,13,2,5,2,1074,15.384615384615383,False
blue,RENEGADES,Oceania,9,1,2,0,745,11.11111111111111,False
orange,BANDITS ESC,Oceania,4,2,7,2,1194,50.0,True
blue,RENEGADES,Oceania,11,6,3,5,1576,54.54545454545454,True
orange,BANDITS ESC,Oceania,8,3,4,3,1111,37.5,False
blue,RENEGADES,Oceania,19,3,7,2,1988,15.789473684210526,True
orange,BANDITS ESC,Oceania,9,2,11,2,2145,22.22222222222222,False
blue,RENEGADES,Oceania,7,1,7,1,1121,14.285714285714285,True
orange,BANDITS ESC,Oceania,7,0,6,0,790,0.0,False
blue,THE GROGANS,Oceania,8,1,6,1,1044,12.5,False
orange,GROUND ZERO GAMING,Oceania,8,2,5,2,1111,25.0,True
blue,THE GROGANS,Oceania,8,0,6,0,925,0.0,False
orange,GROUND ZERO GAMING,Oceania,8,1,6,1,1257,12.5,True
blue,THE GROGANS,Oceania,10,1,5,1,1151,10.0,True
orange,GROUND ZERO GAMING,Oceania,6,0,7,0,1067,0.0,False
blue,THE GROGANS,Oceania,3,1,7,0,992,33.33333333333333,True
orange,GROUND ZERO GAMING,Oceania,9,0,1,0,552,0.0,False
blue,THE GROGANS,Oceania,3,0,1,0,469,0.0,False
orange,GROUND ZERO GAMING,Oceania,7,3,3,1,1019,42.85714285714285,True
blue,RANGA ROUNDUP,Oceania,9,1,2,1,732,11.11111111111111,False
orange,TRIDENT ESPORTS,Oceania,6,2,3,1,863,33.33333333333333,True
blue,RANGA ROUNDUP,Oceania,7,3,2,2,1107,42.85714285714285,True
orange,TRIDENT ESPORTS,Oceania,6,1,3,0,856,16.666666666666664,False
blue,RANGA ROUNDUP,Oceania,7,0,3,0,676,0.0,False
orange,TRIDENT ESPORTS,Oceania,7,2,4,2,1103,28.57142857142857,True
blue,RANGA ROUNDUP,Oceania,4,3,5,2,1256,75.0,True
orange,TRIDENT ESPORTS,Oceania,8,1,1,1,728,12.5,False
blue,RANGA ROUNDUP,Oceania,6,2,3,0,955,33.33333333333333,False
orange,TRIDENT ESPORTS,Oceania,6,3,2,3,1099,50.0,True
blue,BIG GOOSE,Oceania,7,2,9,1,1282,28.57142857142857,False
orange,VORT CENTRAL,Oceania,15,3,3,2,1141,20.0,True
blue,BIG GOOSE,Oceania,5,1,4,1,927,20.0,False
orange,VORT CENTRAL,Oceania,7,2,2,1,813,28.57142857142857,True
blue,BIG GOOSE,Oceania,14,3,7,3,1468,21.428571428571427,True
orange,VORT CENTRAL,Oceania,10,2,7,2,1432,20.0,False
blue,BIG GOOSE,Oceania,11,3,5,2,1262,27.27272727272727,True
orange,VORT CENTRAL,Oceania,8,2,6,2,1136,25.0,False
blue,BIG GOOSE,Oceania,10,2,4,2,1097,20.0,False
orange,VORT CENTRAL,Oceania,10,3,6,2,1321,30.0,True
blue,TEAM EROS,Oceania,7,3,2,1,888,42.85714285714285,True
orange,PANIK GAMING,Oceania,4,1,1,1,619,25.0,False
blue,TEAM EROS,Oceania,8,2,7,1,1019,25.0,False
orange,PANIK GAMING,Oceania,11,4,6,4,1427,36.36363636363637,True
blue,TEAM EROS,Oceania,11,4,4,4,1477,36.36363636363637,True
orange,PANIK GAMING,Oceania,5,0,3,0,647,0.0,False
blue,TEAM EROS,Oceania,16,7,9,4,2077,43.75,True
orange,PANIK GAMING,Oceania,10,0,7,0,989,0.0,False
blue,WILDCARD GAMING,Oceania,7,2,5,2,1114,28.57142857142857,False
orange,GROUND ZERO GAMING,Oceania,12,4,5,4,1406,33.33333333333333,True
blue,WILDCARD GAMING,Oceania,7,1,4,1,818,14.285714285714285,False
orange,GROUND ZERO GAMING,Oceania,8,3,4,3,1200,37.5,True
blue,WILDCARD GAMING,Oceania,10,2,4,1,828,20.0,False
orange,GROUND ZERO GAMING,Oceania,9,5,5,3,1487,55.55555555555556,True
blue,TRIDENT ESPORTS,Oceania,9,4,5,4,1417,44.44444444444444,True
orange,THE GROGANS,Oceania,9,2,4,2,990,22.22222222222222,False
blue,TRIDENT ESPORTS,Oceania,13,3,5,0,1125,23.07692307692308,True
orange,THE GROGANS,Oceania,8,1,8,1,1105,12.5,False
blue,TRIDENT ESPORTS,Oceania,10,1,5,1,1111,10.0,False
orange,THE GROGANS,Oceania,8,2,7,2,1364,25.0,True
blue,TRIDENT ESPORTS,Oceania,5,1,4,1,826,20.0,False
orange,THE GROGANS,Oceania,10,6,2,5,1393,60.0,True
blue,TRIDENT ESPORTS,Oceania,6,1,3,1,784,16.666666666666664,False
orange,THE GROGANS,Oceania,7,2,5,1,1055,28.57142857142857,True
blue,BANDITS ESC,Oceania,14,6,4,6,1755,42.85714285714285,True
orange,RANCID RATS REBORN,Oceania,7,2,6,2,1174,28.57142857142857,False
blue,BANDITS ESC,Oceania,9,1,3,1,769,11.11111111111111,False
orange,RANCID RATS REBORN,Oceania,5,2,6,1,1124,40.0,True
blue,BANDITS ESC,Oceania,7,2,4,1,972,28.57142857142857,True
orange,RANCID RATS REBORN,Oceania,5,1,3,0,799,20.0,False
blue,BANDITS ESC,Oceania,12,7,7,7,2136,58.333333333333336,True
orange,RANCID RATS REBORN,Oceania,12,0,3,0,600,0.0,False
blue,DIRE WOLVES,Oceania,12,4,5,4,1644,33.33333333333333,True
orange,VORT CENTRAL,Oceania,8,3,7,2,1415,37.5,False
blue,DIRE WOLVES,Oceania,12,4,5,3,1401,33.33333333333333,True
orange,VORT CENTRAL,Oceania,6,0,9,0,892,0.0,False
blue,DIRE WOLVES,Oceania,12,0,5,0,857,0.0,False
orange,VORT CENTRAL,Oceania,7,1,10,1,1243,14.285714285714285,True
blue,DIRE WOLVES,Oceania,8,2,5,1,1058,25.0,True
orange,VORT CENTRAL,Oceania,6,1,5,0,871,16.666666666666664,False
blue,FORKIDDEN,Oceania,12,1,1,1,691,8.333333333333332,True
orange,TEAM EROS,Oceania,2,0,8,0,935,0.0,False
blue,FORKIDDEN,Oceania,12,6,5,4,1746,50.0,True
orange,TEAM EROS,Oceania,7,1,3,1,762,14.285714285714285,False
blue,FORKIDDEN,Oceania,3,1,4,1,924,33.33333333333333,False
orange,TEAM EROS,Oceania,9,2,1,2,907,22.22222222222222,True
blue,FORKIDDEN,Oceania,9,2,3,2,1150,22.22222222222222,True
orange,TEAM EROS,Oceania,4,1,4,1,969,25.0,False
blue,RANGA ROUNDUP,Oceania,7,0,5,0,815,0.0,False
orange,BIG GOOSE,Oceania,7,2,6,1,1153,28.57142857142857,True
blue,RANGA ROUNDUP,Oceania,9,2,4,2,1225,22.22222222222222,True
orange,BIG GOOSE,Oceania,6,1,7,1,1318,16.666666666666664,False
blue,RANGA ROUNDUP,Oceania,7,2,6,2,1098,28.57142857142857,True
orange,BIG GOOSE,Oceania,11,1,4,1,836,9.090909090909092,False
blue,RANGA ROUNDUP,Oceania,8,2,4,1,1023,25.0,False
orange,BIG GOOSE,Oceania,9,3,4,3,1245,33.33333333333333,True
blue,RANGA ROUNDUP,Oceania,5,0,6,0,814,0.0,False
orange,BIG GOOSE,Oceania,11,1,2,1,868,9.090909090909092,True
blue,BANDITS ESC,Oceania,9,5,5,4,1562,55.55555555555556,True
orange,WILDCARD GAMING,Oceania,9,4,2,2,1030,44.44444444444444,False
blue,BANDITS ESC,Oceania,10,4,7,2,1467,40.0,True
orange,WILDCARD GAMING,Oceania,11,3,5,3,1342,27.27272727272727,False
blue,BANDITS ESC,Oceania,12,4,3,3,1119,33.33333333333333,True
orange,WILDCARD GAMING,Oceania,5,1,6,1,948,20.0,False
blue,RENEGADES,Oceania,2,2,4,2,976,100.0,True
orange,THE GROGANS,Oceania,5,1,0,1,556,20.0,False
blue,RENEGADES,Oceania,7,2,6,1,1290,28.57142857142857,True
orange,THE GROGANS,Oceania,5,0,5,0,736,0.0,False
blue,FORKIDDEN,Oceania,12,1,6,0,1153,8.333333333333332,False
orange,DIRE WOLVES,Oceania,12,2,9,2,1603,16.666666666666664,True
blue,FORKIDDEN,Oceania,10,2,4,2,1134,20.0,False
orange,DIRE WOLVES,Oceania,7,3,4,3,1230,42.85714285714285,True
blue,FORKIDDEN,Oceania,7,1,5,0,947,14.285714285714285,False
orange,DIRE WOLVES,Oceania,7,2,5,0,1024,28.57142857142857,True
blue,VORT CENTRAL,Oceania,9,4,3,3,1270,44.44444444444444,True
orange,JOE,Oceania,6,2,5,0,1057,33.33333333333333,False
blue,VORT CENTRAL,Oceania,8,2,3,1,759,25.0,False
orange,JOE,Oceania,6,3,4,2,966,50.0,True
blue,VORT CENTRAL,Oceania,11,3,1,2,990,27.27272727272727,True
orange,JOE,Oceania,1,0,6,0,774,0.0,False
blue,VORT CENTRAL,Oceania,10,4,6,1,1386,40.0,True
orange,JOE,Oceania,10,2,5,2,1067,20.0,False
blue,RANCID RATS REBORN,Oceania,13,4,3,3,1270,30.76923076923077,True
orange,TEAM EROS,Oceania,7,2,7,1,1057,28.57142857142857,False
blue,RANCID RATS REBORN,Oceania,8,1,5,1,992,12.5,False
orange,TEAM EROS,Oceania,8,2,5,2,1199,25.0,True
blue,TRIDENT ESPORTS,Oceania,7,1,8,1,1113,14.285714285714285,False
orange,BIG GOOSE,Oceania,12,3,6,2,1225,25.0,True
blue,TRIDENT ESPORTS,Oceania,6,3,4,3,1235,50.0,False
orange,BIG GOOSE,Oceania,9,4,3,4,1250,44.44444444444444,True
blue,TRIDENT ESPORTS,Oceania,7,3,3,1,1097,42.85714285714285,True
orange,BIG GOOSE,Oceania,6,2,3,2,1020,33.33333333333333,False
blue,TRIDENT ESPORTS,Oceania,5,0,7,0,942,0.0,False
orange,BIG GOOSE,Oceania,15,3,3,3,1195,20.0,True
blue,VORT CENTRAL,Oceania,10,2,3,2,1064,20.0,True
orange,THE GROGANS,Oceania,5,1,7,0,1020,20.0,False
blue,VORT CENTRAL,Oceania,7,2,5,2,1116,28.57142857142857,True
orange,THE GROGANS,Oceania,5,0,5,0,844,0.0,False
blue,VORT CENTRAL,Oceania,5,1,4,1,926,20.0,True
orange,THE GROGANS,Oceania,5,0,3,0,651,0.0,False
blue,FORKIDDEN,Oceania,9,1,4,0,797,11.11111111111111,False
orange,BIG GOOSE,Oceania,7,2,6,2,1197,28.57142857142857,True
blue,FORKIDDEN,Oceania,13,3,1,3,1035,23.07692307692308,True
orange,BIG GOOSE,Oceania,2,1,6,1,921,50.0,False
blue,FORKIDDEN,Oceania,10,2,4,1,997,20.0,True
orange,BIG GOOSE,Oceania,6,1,5,0,957,16.666666666666664,False
blue,FORKIDDEN,Oceania,6,3,6,1,1291,50.0,False
orange,BIG GOOSE,Oceania,11,4,2,4,1308,36.36363636363637,True
blue,FORKIDDEN,Oceania,9,2,0,2,818,22.22222222222222,True
orange,BIG GOOSE,Oceania,3,1,4,1,770,33.33333333333333,False
blue,RANCID RATS REBORN,Oceania,11,2,7,2,1349,18.181818181818183,True
orange,WILDCARD GAMING,Oceania,7,1,8,1,1316,14.285714285714285,False
blue,RANCID RATS REBORN,Oceania,7,3,5,3,1192,42.85714285714285,True
orange,WILDCARD GAMING,Oceania,8,2,2,2,894,25.0,False
blue,RANCID RATS REBORN,Oceania,10,2,7,2,1301,20.0,True
orange,WILDCARD GAMING,Oceania,8,1,3,1,855,12.5,False
blue,BIG GOOSE,Oceania,6,0,1,0,544,0.0,False
orange,TISI,Oceania,3,2,4,2,978,66.66666666666666,True
blue,BIG GOOSE,Oceania,9,3,4,3,1137,33.33333333333333,True
orange,TISI,Oceania,6,2,5,2,1070,33.33333333333333,False
blue,BIG GOOSE,Oceania,9,1,6,1,1009,11.11111111111111,False
orange,TISI,Oceania,8,2,6,1,1215,25.0,True
blue,BIG GOOSE,Oceania,12,5,1,3,1234,41.66666666666667,True
orange,TISI,Oceania,4,2,7,1,1060,50.0,False
blue,WILDCARD GAMING,Oceania,19,7,3,6,1830,36.84210526315789,True
orange,BOUGEE'S ANGELS,Oceania,3,0,8,0,960,0.0,False
blue,WILDCARD GAMING,Oceania,12,3,2,3,1064,25.0,True
orange,BOUGEE'S ANGELS,Oceania,5,2,7,2,1143,40.0,False
blue,WILDCARD GAMING,Oceania,13,7,4,5,1804,53.84615384615385,True
orange,BOUGEE'S ANGELS,Oceania,7,1,3,1,739,14.285714285714285,False
blue,JOE,Oceania,13,6,2,5,1658,46.15384615384615,True
orange,RUST-EZE,Oceania,5,2,5,2,1108,40.0,False
blue,JOE,Oceania,9,3,5,3,1331,33.33333333333333,True
orange,RUST-EZE,Oceania,7,2,3,1,965,28.57142857142857,False
blue,JOE,Oceania,5,4,7,4,1648,80.0,True
orange,RUST-EZE,Oceania,12,2,1,2,922,16.666666666666664,False
blue,TEAM EROS,Oceania,13,0,4,0,756,0.0,False
orange,HMS ENDEAVOR,Oceania,7,2,8,2,1436,28.57142857142857,True
blue,TEAM EROS,Oceania,3,1,7,1,1099,33.33333333333333,False
orange,HMS ENDEAVOR,Oceania,11,2,2,1,1018,18.181818181818183,True
blue,TEAM EROS,Oceania,12,5,2,4,1323,41.66666666666667,True
orange,HMS ENDEAVOR,Oceania,4,2,5,2,1048,50.0,False
blue,TEAM EROS,Oceania,8,2,7,2,1233,25.0,False
orange,HMS ENDEAVOR,Oceania,12,3,5,3,1307,25.0,True
blue,TRIDENT ESPORTS,Oceania,7,0,7,0,849,0.0,False
orange,WAZOOO,Oceania,12,3,4,1,1144,25.0,True
blue,TRIDENT ESPORTS,Oceania,7,2,1,1,808,28.57142857142857,False
orange,WAZOOO,Oceania,7,3,3,3,1135,42.85714285714285,True
blue,TRIDENT ESPORTS,Oceania,8,0,4,0,680,0.0,False
orange,WAZOOO,Oceania,6,1,7,1,1004,16.666666666666664,True
blue,RANGA ROUNDUP,Oceania,12,2,8,1,1781,16.666666666666664,False
orange,1620 KINGS,Oceania,13,3,7,3,2081,23.07692307692308,True
blue,RANGA ROUNDUP,Oceania,10,2,4,0,977,20.0,True
orange,1620 KINGS,Oceania,6,1,6,1,993,16.666666666666664,False
blue,RANGA ROUNDUP,Oceania,8,1,0,1,596,12.5,True
orange,1620 KINGS,Oceania,0,0,4,0,668,0.0,False
blue,RANGA ROUNDUP,Oceania,12,2,7,0,1618,16.666666666666664,False
orange,1620 KINGS,Oceania,11,3,7,2,1888,27.27272727272727,True
blue,RANGA ROUNDUP,Oceania,6,3,7,1,1264,50.0,True
orange,1620 KINGS,Oceania,8,0,2,0,602,0.0,False
blue,PANIK GAMING,Oceania,5,0,0,0,476,0.0,False
orange,BROS ON THEIR TOES,Oceania,2,1,4,1,778,50.0,True
blue,PANIK GAMING,Oceania,5,0,3,0,541,0.0,False
orange,BROS ON THEIR TOES,Oceania,6,3,3,2,1032,50.0,True
blue,PANIK GAMING,Oceania,4,3,3,3,1153,75.0,True
orange,BROS ON THEIR TOES,Oceania,5,2,1,1,863,40.0,False
blue,PANIK GAMING,Oceania,5,0,3,0,606,0.0,False
orange,BROS ON THEIR TOES,Oceania,6,3,5,2,1172,50.0,True
blue,WILDCARD GAMING,Oceania,9,2,3,2,937,22.22222222222222,True
orange,RANGA ROUNDUP,Oceania,5,0,6,0,829,0.0,False
blue,WILDCARD GAMING,Oceania,9,4,2,2,1180,44.44444444444444,True
orange,RANGA ROUNDUP,Oceania,4,0,4,0,694,0.0,False
blue,WILDCARD GAMING,Oceania,7,1,2,1,694,14.285714285714285,False
orange,RANGA ROUNDUP,Oceania,5,2,6,2,1047,40.0,True
blue,WILDCARD GAMING,Oceania,8,2,4,2,1131,25.0,True
orange,RANGA ROUNDUP,Oceania,6,1,4,1,857,16.666666666666664,False
blue,BIG GOOSE,Oceania,7,2,3,2,957,28.57142857142857,True
orange,JOE,Oceania,6,1,6,0,1026,16.666666666666664,False
blue,BIG GOOSE,Oceania,7,2,4,1,1109,28.57142857142857,True
orange,JOE,Oceania,8,1,4,1,932,12.5,False
blue,BIG GOOSE,Oceania,17,4,4,3,1457,23.52941176470588,False
orange,JOE,Oceania,13,5,12,5,2201,38.46153846153847,True
blue,BIG GOOSE,Oceania,11,3,3,3,1221,27.27272727272727,True
orange,JOE,Oceania,6,2,3,1,912,33.33333333333333,False
blue,WAZOOO,Oceania,8,2,6,1,1123,25.0,False
orange,HMS ENDEAVOR,Oceania,11,3,5,2,1153,27.27272727272727,True
blue,WAZOOO,Oceania,13,4,3,3,1360,30.76923076923077,True
orange,HMS ENDEAVOR,Oceania,8,3,6,3,1374,37.5,False
blue,WAZOOO,Oceania,5,0,9,0,952,0.0,False
orange,HMS ENDEAVOR,Oceania,13,2,4,1,1051,15.384615384615383,True
blue,WAZOOO,Oceania,8,1,7,1,1215,12.5,False
orange,HMS ENDEAVOR,Oceania,11,3,6,2,1343,27.27272727272727,True
blue,THE GROGANS,Oceania,5,4,9,4,1580,80.0,True
orange,BROS ON THEIR TOES,Oceania,13,1,0,1,642,7.6923076923076925,False
blue,THE GROGANS,Oceania,10,4,4,2,1237,40.0,True
orange,BROS ON THEIR TOES,Oceania,6,1,5,1,947,16.666666666666664,False
blue,1620 KINGS,Oceania,8,2,3,1,852,25.0,True
orange,TRIDENT ESPORTS,Oceania,4,0,4,0,682,0.0,False
blue,1620 KINGS,Oceania,7,2,5,1,1039,28.57142857142857,False
orange,TRIDENT ESPORTS,Oceania,10,3,4,2,1227,30.0,True
blue,1620 KINGS,Oceania,4,1,6,1,984,25.0,True
orange,TRIDENT ESPORTS,Oceania,7,0,2,0,587,0.0,False
blue,1620 KINGS,Oceania,5,2,4,2,879,40.0,True
orange,TRIDENT ESPORTS,Oceania,5,1,2,0,690,20.0,False
blue,TISI,Oceania,8,2,6,1,1150,25.0,True
orange,BOUGEE'S ANGELS,Oceania,9,1,5,1,966,11.11111111111111,False
blue,TISI,Oceania,15,4,4,2,1405,26.666666666666668,True
orange,BOUGEE'S ANGELS,Oceania,8,1,7,1,1107,12.5,False
blue,TISI,Oceania,14,4,2,3,1251,28.57142857142857,True
orange,BOUGEE'S ANGELS,Oceania,6,3,8,1,1228,50.0,False
blue,PANIK GAMING,Oceania,10,4,1,3,1224,40.0,True
orange,SMASHA5000,Oceania,3,1,6,1,1072,33.33333333333333,False
blue,PANIK GAMING,Oceania,6,3,4,1,1197,50.0,True
orange,SMASHA5000,Oceania,7,2,3,2,1012,28.57142857142857,False
blue,PANIK GAMING,Oceania,8,4,4,4,1434,50.0,True
orange,SMASHA5000,Oceania,5,0,4,0,598,0.0,False
blue,TEAM EROS,Oceania,8,2,4,2,992,25.0,True
orange,RUST-EZE,Oceania,7,0,4,0,774,0.0,False
blue,TEAM EROS,Oceania,12,4,5,4,1640,33.33333333333333,True
orange,RUST-EZE,Oceania,6,1,6,0,1022,16.666666666666664,False
blue,TEAM EROS,Oceania,5,5,3,3,1302,100.0,True
orange,RUST-EZE,Oceania,8,2,1,2,765,25.0,False
blue,WILDCARD GAMING,Oceania,9,2,0,2,708,22.22222222222222,True
orange,THE GROGANS,Oceania,3,1,5,1,905,33.33333333333333,False
blue,WILDCARD GAMING,Oceania,6,1,2,1,764,16.666666666666664,True
orange,THE GROGANS,Oceania,3,0,4,0,719,0.0,False
blue,WILDCARD GAMING,Oceania,11,3,4,3,1460,27.27272727272727,True
orange,THE GROGANS,Oceania,7,2,5,1,1228,28.57142857142857,False
blue,BIG GOOSE,Oceania,5,0,4,0,772,0.0,False
orange,HMS ENDEAVOR,Oceania,8,2,3,2,1031,25.0,True
blue,BIG GOOSE,Oceania,7,1,6,1,933,14.285714285714285,False
orange,HMS ENDEAVOR,Oceania,10,3,5,2,1058,30.0,True
blue,BIG GOOSE,Oceania,8,3,5,3,1245,37.5,True
orange,HMS ENDEAVOR,Oceania,6,0,4,0,662,0.0,False
blue,BIG GOOSE,Oceania,13,1,3,1,985,7.6923076923076925,False
orange,HMS ENDEAVOR,Oceania,5,2,9,0,1307,40.0,True
blue,1620 KINGS,Oceania,9,3,2,3,1080,33.33333333333333,False
orange,JOE,Oceania,10,5,6,5,1683,50.0,True
blue,1620 KINGS,Oceania,9,4,4,3,1410,44.44444444444444,True
orange,JOE,Oceania,7,3,4,3,1130,42.85714285714285,False
blue,1620 KINGS,Oceania,13,3,2,2,1179,23.07692307692308,True
orange,JOE,Oceania,5,2,5,1,1106,40.0,False
blue,1620 KINGS,Oceania,6,0,0,0,474,0.0,False
orange,JOE,Oceania,4,2,5,0,1027,50.0,True
blue,1620 KINGS,Oceania,12,3,7,2,1355,25.0,True
orange,JOE,Oceania,8,1,7,1,1072,12.5,False
blue,RANGA ROUNDUP,Oceania,10,2,5,1,1234,20.0,True
orange,TISI,Oceania,9,1,6,1,1092,11.11111111111111,False
blue,RANGA ROUNDUP,Oceania,7,1,1,0,704,14.285714285714285,False
orange,TISI,Oceania,4,2,4,0,869,50.0,True
blue,RANGA ROUNDUP,Oceania,9,2,6,0,974,22.22222222222222,True
orange,TISI,Oceania,8,1,6,1,907,12.5,False
blue,RANGA ROUNDUP,Oceania,10,5,7,4,1650,50.0,True
orange,TISI,Oceania,7,0,6,0,792,0.0,False
blue,WAZOOO,Oceania,9,3,8,2,1453,33.33333333333333,True
orange,PANIK GAMING,Oceania,12,2,3,2,937,16.666666666666664,False
blue,WAZOOO,Oceania,9,3,3,3,1164,33.33333333333333,True
orange,PANIK GAMING,Oceania,6,2,5,1,1018,33.33333333333333,False
blue,WAZOOO,Oceania,12,2,2,1,1023,16.666666666666664,True
orange,PANIK GAMING,Oceania,4,1,10,1,1415,25.0,False
blue,TRIDENT ESPORTS,Oceania,8,2,5,2,1111,25.0,True
orange,BOUGEE'S ANGELS,Oceania,6,1,4,1,871,16.666666666666664,False
blue,TRIDENT ESPORTS,Oceania,9,4,3,4,1261,44.44444444444444,True
orange,BOUGEE'S ANGELS,Oceania,8,1,1,1,690,12.5,False
blue,TRIDENT ESPORTS,Oceania,7,3,2,1,921,42.85714285714285,True
orange,BOUGEE'S ANGELS,Oceania,5,2,4,2,900,40.0,False
blue,RUST-EZE,Oceania,6,1,6,1,981,16.666666666666664,True
orange,SMASHA5000,Oceania,7,0,3,0,701,0.0,False
blue,RUST-EZE,Oceania,10,2,3,2,1026,20.0,True
orange,SMASHA5000,Oceania,5,1,8,1,1060,20.0,False
blue,RUST-EZE,Oceania,9,3,3,2,976,33.33333333333333,False
orange,SMASHA5000,Oceania,9,4,5,3,1309,44.44444444444444,True
blue,RUST-EZE,Oceania,6,3,8,2,1185,50.0,True
orange,SMASHA5000,Oceania,9,1,2,1,650,11.11111111111111,False
blue,BIG GOOSE,Oceania,13,1,2,1,772,7.6923076923076925,False
orange,1620 KINGS,Oceania,7,4,9,3,1632,57.14285714285714,True
blue,BIG GOOSE,Oceania,8,2,5,2,1064,25.0,True
orange,1620 KINGS,Oceania,6,1,5,1,899,16.666666666666664,False
blue,BIG GOOSE,Oceania,10,1,4,1,812,10.0,False
orange,1620 KINGS,Oceania,10,3,8,3,1483,30.0,True
blue,BIG GOOSE,Oceania,6,3,4,3,1081,50.0,True
orange,1620 KINGS,Oceania,8,2,3,2,888,25.0,False
blue,BIG GOOSE,Oceania,11,5,7,3,1671,45.45454545454545,True
orange,1620 KINGS,Oceania,11,2,4,2,1056,18.181818181818183,False
blue,THE GROGANS,Oceania,9,6,3,6,1709,66.66666666666666,True
orange,RANGA ROUNDUP,Oceania,8,2,3,2,949,25.0,False
blue,THE GROGANS,Oceania,9,0,3,0,823,0.0,False
orange,RANGA ROUNDUP,Oceania,6,1,6,0,1142,16.666666666666664,True
blue,THE GROGANS,Oceania,9,3,7,2,1300,33.33333333333333,True
orange,RANGA ROUNDUP,Oceania,7,0,3,0,608,0.0,False
blue,THE GROGANS,Oceania,5,2,6,2,1204,40.0,False
orange,RANGA ROUNDUP,Oceania,10,3,2,3,1113,30.0,True
blue,THE GROGANS,Oceania,8,0,4,0,679,0.0,False
orange,RANGA ROUNDUP,Oceania,5,1,8,1,1111,20.0,True
blue,TEAM EROS,Oceania,10,6,7,2,1633,60.0,True
orange,WAZOOO,Oceania,8,0,3,0,536,0.0,False
